ID,Value
"('A1017', (0.1, 176.10000000000002, 5, 29.35, 28.650000001))","[0.01, 91.73033924997799, 4.277055821924302, 27.05584353115387, 57.99091124056025, 0.0261721056179271]"
"('A1017', (0.1, 176.10000000000002, 5, 44.025000000000006, 13.975000000999994))","[0.01, 136.23462502617969, 3.2157622529834944, 58.0, 58.0, 0.038845853914192506]"
"('A1017', (0.1, 176.10000000000002, 5, 58.7, -0.6999999990000029))","[0.01, 221.13399421580996, 9269.733846726014, 58.0, 7.81993473265301e-07, 0.006518752053951597]"
"('A1017', (0.1, 176.10000000000002, 10, 29.35, 28.650000001))","[0.01, 63.800000000000004, 362.0056224197589, 12.060087568857714, 1.0000000000000003e-09, 0.013250073127566648]"
"('A1017', (0.1, 176.10000000000002, 10, 44.025000000000006, 13.975000000999994))","[0.01, 68.34141860837371, 647.4137363145259, 12.941003678522755, 1.0000000000000003e-09, 0.013279181605117976]"
"('A1017', (0.1, 176.10000000000002, 10, 58.7, -0.6999999990000029))","[0.01, 221.1347942017912, 7185.265537859129, 58.0, 7.834356572473083e-07, 0.006518752202304566]"
"('E1008', (0.02, 88.05000000000001, 1, 29.35, 32.650000000999995))","[0.01, 76.63190497238617, 1.7485192412187578, 43.82649931336463, 32.80660225549743, 0.20983910065413303, 0.01, 73.1082763997251, 5.751377671947968, 62.0, 1.0000000000000168e-09, 0.0613971133323196, 0.01631180889638747, 68.20294775283283, 1.2175455135298614, 56.01637859425048, 12.185290368542327, 0.20985149957199833, 0.019591420413965735, 69.81451594755418, 2.073117631064532, 33.67543233617319, 36.139575523283824, 0.2098379158987991, 0.02033958625185773, 78.91608542144985, 1.3063708342154057, 60.40873065689574, 18.506425837473124, 0.2098553893648519, 0.01, 68.20000000000064, 1.149590136683174, 59.323909950092556, 8.873591464036128, 0.20987181967115057, 0.015968167284562195, 88.0815555156914, 2.7418880735395446, 32.12364435730757, 55.95843321998174, 0.20985246714244435, 0.01, 68.9275974766589, 1.1351997243849172, 60.72026964824238, 8.21002238764603, 0.20984937909632642, 0.01, 68.20010568299878, 6.494261101377976, 62.0, 1.0000000000000003e-09, 0.061374690054643834, 0.01, 68.20000436763686, 1.308179810801978, 61.99981176262821, 62.0, 0.15995716488200884, 0.010002526939662318, 70.71139506750671, 6.072132630561441, 61.9979161285691, 1.0000000000000003e-09, 0.06138550087287185, 0.01, 68.20244778948722, 6.493753742013512, 62.0, 1.000000000000001e-09, 0.06137469220699879, 0.01, 73.10834458241767, 5.751366108454622, 62.0, 1.0000000000000003e-09, 0.06139711333226009, 0.3413170138855624, 68.20253472725796, 0.3819332979211275, 62.0, 62.0, 0.05888143878997093, 0.01, 73.10830889179368, 5.751372161445346, 62.0, 1.0000000000000003e-09, 0.06139711333227532, 0.01, 100.04691211959152, 1.6389924428346307, 61.0418554145528, 39.003602327365265, 0.209869245504733, 0.016087591526746922, 76.89263121207625, 1.2776495042583282, 60.183066764961566, 16.710794368928354, 0.20983809439527, 0.01, 68.20000000000002, 6.438120639146767, 61.7765626045536, 1.0000000000000003e-09, 0.06137178383727676, 0.020861268420692705, 80.52112272514796, 1.2585411700330145, 61.419493564317406, 50.44453623911569, 0.1448611275593598, 0.010456817225001205, 70.73402851132624, 1.1408412468914717, 62.0, 8.731478130421324, 0.20985439522979846, 0.01, 68.20000000000002, 6.43842133900095, 61.77732836975104, 1.0000000000000007e-09, 0.06137177765413731, 0.010000001678259103, 103.68903312424234, 13.949637058869648, 61.99809567547247, 41.37960036925472, 0.6038112479002217, 0.010008048546894945, 68.20000000000002, 4.803739919291251, 62.0, 1.0000000000000003e-09, 0.12366149315399992, 0.01, 68.20000000000005, 6.494264687421481, 61.999919982513035, 1.0000000000000003e-09, 0.06137469061637288, 0.01, 73.10827588405928, 5.751377759401729, 62.0, 1.0000000000000003e-09, 0.06139711333232031, 0.2067653568273592, 68.20000000003316, 0.14203627524823698, 62.0, 46.50014666551121, 0.05836320133922019, 0.01, 68.21958457271357, 1.0913233610077202, 62.0, 5.552940867076434, 0.2231180818422165, 0.010050357762985317, 118.44470036714364, 1.9104129578807076, 62.0, 56.44333512709227, 0.20985504193656954, 0.010602427637103356, 121.57748685990589, 1.980143161298175, 61.397784702006646, 60.18096505400917, 0.21013436049724055, 0.010091236255915056, 68.2, 1.127412886248982, 61.971106984498434, 8.426620689189162, 0.21900287559636897, 0.01, 116.87612685720212, 1.8850856110577063, 62.0, 54.87747829771047, 0.20984345008820895, 0.01, 96.78412968107429, 1.5625409977844587, 61.9402383994989, 34.84232606601419, 0.20984563331631048, 0.01, 68.20000000000002, 6.438413016459638, 61.77730846139049, 1.0000000000000003e-09, 0.06137177781261571, 0.01, 68.20594300874436, 6.492996789581301, 62.0, 1.0000000000000594e-09, 0.06137469553071848, 0.01, 68.24277682420404, 6.438482393262593, 61.8142345685376, 1.0000000000000193e-09, 0.061371522147992, 0.01, 68.20000000000002, 6.494282323105027, 61.99996686397563, 1.0000000000000007e-09, 0.06137469060616207, 0.01, 100.67679809813274, 1.6240296472935944, 61.992092606459934, 38.68319217949427, 0.20984414252809802, 0.010824590822904444, 70.58474365549009, 1.3843133197024842, 50.98926061951005, 19.59697670158221, 0.2098429824601756, 0.010230904869735612, 68.76016554461822, 1.1857736748328056, 57.98638029820636, 10.771580738954299, 0.2098642087738517, 0.259940453775361, 112.84030978826365, 0.6845016908597952, 55.77247749448986, 61.18422168800112, 0.05213422040375426, 0.06504524055810994, 68.7474908429568, 1.6276279844053794, 42.23709910819813, 26.510581177021095, 0.20986358722814036, 0.01, 68.25909390972686, 1.1009122143242451, 62.0, 6.2559883145136475, 0.20985094835690454, 0.01, 70.13628738087786, 2.1023989477501086, 33.35966566924855, 36.77758492156241, 0.2098495888250778, 0.01, 70.04823791328408, 1.1305901866743224, 61.955410246567894, 8.090130668004779, 0.20986224709989032, 0.01, 68.20000000000002, 6.494292848828223, 62.0, 1.000000000000018e-09, 0.061374690484030076, 0.010095701358972243, 99.33538172277372, 2.6607358319140277, 37.33448955125934, 61.999998862598034, 0.20987164159797034, 0.01, 68.20000000000002, 6.494286370890041, 62.0, 1.0000000000000085e-09, 0.061374690099697704, 0.01, 68.20000000000002, 6.493745743804738, 61.997854555267, 1.0000000000000003e-09, 0.061374706404409805, 0.01, 68.20000000000098, 0.0, 62.0, 62.0, 0.17134106125640988, 0.01, 68.20000000000059, 1.3081556027511538, 62.0, 62.0, 0.15995711591695735, 0.010846167637440108, 68.20000000000002, 1.133543946617223, 60.16369373367319, 8.033853105024601, 0.20984773849686042, 0.01, 108.31571006434248, 1.7470357282269844, 62.0, 46.314284524304696, 0.20984378704001802, 0.01, 87.38350139760149, 1.4094184967908832, 62.0, 25.385215868250345, 0.20985862911767716, 0.01, 87.85551366986635, 1.000000001775764, 61.88451952281309, 5.7208265424697364e-08, 0.23632634996539006, 0.01, 111.03133447238773, 1.8440418616768164, 60.21045239113448, 50.82226460054494, 0.2098666066256738, 0.01, 76.91476121935533, 1.240541547415702, 62.0, 14.912651854599861, 0.20987354015989915, 0.01, 68.25772294694951, 6.430674001052464, 61.80763780326595, 1.0000000000001537e-09, 0.061371614431902505, 0.01, 125.42763906809412, 2.2487792663122925, 58.6816715852961, 61.90655959832096, 0.2321211069668435, 0.01, 68.20000000903059, 17.671047491270855, 60.939047345456004, 7.257491658612121, 0.4713359399601315, 0.01, 68.20000000000002, 6.494285609867695, 62.0, 1.0000000000000003e-09, 0.06137469005456319, 0.01, 73.10835771580828, 5.751363881238692, 62.0, 1.0000000000000003e-09, 0.061397113332303264, 0.01, 68.20000000000002, 1.0000000085638936, 57.35261937190088, 3.5732495458741147e-07, 0.2228904363544348, 0.01, 68.20000122757155, 1.1129200459241602, 61.27816194550249, 6.918938208879277, 0.20984783641365365, 0.01, 68.20000000000002, 1.3081860848701767, 62.0, 62.0, 0.1599571067199351, 0.01, 68.22132742652339, 1.1841142318544668, 57.61251723306633, 10.60651953039336, 0.20984517564220628, 0.01, 73.10834284487474, 5.75136640318257, 62.0, 1.0000000000000003e-09, 0.061397113332271526, 0.01, 68.2, 0.0, 62.0, 62.0, 0.17134106125640977, 0.01, 71.70124607841673, 1.5024478570709268, 47.723039405743506, 23.979623678159456, 0.20987211328950517, 0.01, 68.2000058523316, 14.86100882450944, 61.999969960688475, 6.18850644856721, 0.4570405713773036, 0.01, 83.2604333061546, 3.9034038868815757, 21.330896733150986, 61.928908267668874, 0.20985912399737083, 0.01, 68.20000000000002, 15.774780075428652, 61.99717735874475, 6.195557121634339, 0.4568998837127758, 0.01, 68.20000000000002, 15.18946773244058, 62.0, 6.190304044287579, 0.4569644702487438, 0.09860104078970644, 91.25689417114677, 1.0159474052535509, 29.551072182714538, 32.832963744822095, 3.9390746000060424, 0.014290005551508132, 82.51754800837924, 1.329813841767757, 62.0, 20.04687954158984, 0.2234438865558268, 0.01, 68.299620806614, 1.1015668284663998, 62.0, 6.2965846118703315, 0.20985360616913576, 0.09459504891206247, 68.33370966035069, 2.076636983224139, 32.90509897951125, 35.42871190402272, 0.20982423106731565, 0.01, 70.61317973180786, 5.770435836182955, 59.91409456145725, 1.0000000000000003e-09, 0.061415773551271674, 0.01, 68.20000000000005, 1.1012556686736823, 61.9270106617682, 6.269891536257942, 0.20984968347785019, 0.07116462839399434, 68.20017142788481, 4.551102135039878, 44.60665070589094, 23.593152388677588, 1.2720922813786764, 0.01, 102.05748155382912, 1.6467465993930328, 61.975376547957225, 40.080614653582515, 0.20984471079364705, 0.10579738605871711, 86.12796079701005, 5.1018688303779065, 59.009081155248936, 3.1634586466765375, 3.9376998645146912, 0.01, 75.94029788443434, 5.447968615280033, 13.939817297513192, 62.0, 0.20986770819346953, 0.09958236164733292, 90.30209011425393, 10.079298561882123, 43.970359996137205, 17.96347704565315, 3.9381776345808697, 0.10383390453843291, 87.50335074584152, 10.228583327747184, 58.58368027340523, 3.257203250755166, 3.93782304370942, 0.12376724091442742, 77.108726670722, 1.2596449273416916, 30.495653490425703, 16.46251293943451, 3.939118015685111, 0.01, 85.3357401801776, 1.376392100204018, 62.0, 23.33752719938009, 0.20984551122642717, 0.01029913858308061, 68.20000000000002, 1.100103560491466, 61.9919535783188, 6.2050577457732885, 0.20985334689907775, 0.10000155576497327, 116.69160662975528, 2.027981288977376, 29.111007228888525, 33.229859735204, 3.9395876314693266, 0.01, 68.2, 1.308182734416138, 62.0, 62.0, 0.15995710628950435, 0.01, 68.65818013857469, 1.1074286659422445, 62.0, 6.661158188532489, 0.20984189873762352, 0.01, 120.2450421358738, 2.0552583526196146, 58.50547671669531, 61.74084770438105, 0.20984586541304184, 0.10538910898588905, 127.33296736915115, 4.746396179973088, 50.214591128173254, 16.820205666926242, 3.940242442017347, 0.10577148706419802, 107.23659493478382, 5.003369906271221, 61.99637968432941, 3.782776669567159, 3.938625300771537, 0.10130427842913736, 117.60227618583991, 10.705089970597314, 27.393805065041136, 33.62887699282328, 3.9396318990286514, 0.10011581986215412, 105.90990856888638, 9.875059214522214, 43.76279932432084, 16.949832271553753, 3.9388345505110784, 0.10373020539265676, 117.07773550507102, 9.830433997855152, 59.50419425164216, 3.415608360601844, 3.9389145962319376, 0.09203622809771891, 192.3398393022759, 0.9620927695729397, 32.23840500329356, 32.53490054043493, 3.939373012492851, 0.01, 68.20000000000002, 1.3082067764239382, 62.0, 62.0, 0.15995711727149559, 0.0104357624707581, 68.20000000000005, 1.1134993296866114, 61.24636426429361, 6.950815629353178, 0.20985043685354487, 0.096951679924877, 151.54992393923743, 2.1013423641291524, 26.730110399860123, 28.477935455665175, 3.9400492688593705, 0.12053455762476839, 110.4467350876626, 2.0254989405105324, 44.92643291004991, 16.375714890447178, 3.939542035170648, 0.01, 68.23519200244185, 1.138270017633463, 59.94465140166894, 8.287880554648927, 0.20985022971723546, 0.010062350713853979, 202.7570946648913, 1.0000495156492564, 62.0, 0.00029932983676358977, 0.31933221102624176, 0.01, 68.20000000000002, 1.3081648683032858, 61.99998048495654, 61.99986951090817, 0.1599571763298449, 0.10490779598804065, 158.28801278992148, 5.0190703687734155, 61.51137622558434, 3.2703560345251175, 3.939299464100893, 0.09783513060757187, 133.97587130092018, 11.49654526920645, 29.7653519161847, 34.47747036854274, 3.9392297089759953, 0.10045041546250436, 175.09245173280215, 9.910797879037425, 41.24630855282764, 18.688997053852113, 3.939511527218547, 0.10409613534901138, 153.59883153712076, 10.646256814714647, 61.33750126883851, 3.3379067410228416, 3.939285922933775, 0.01, 73.1082763997251, 5.751377671947968, 62.0, 1.0000000000000168e-09, 0.0613971133323196, 0.01631180889638747, 68.20294775283283, 1.2175455135298614, 56.01637859425048, 12.185290368542327, 0.20985149957199833, 0.019591420413965735, 69.81451594755418, 2.073117631064532, 33.67543233617319, 36.139575523283824, 0.2098379158987991, 0.02033958625185773, 78.91608542144985, 1.3063708342154057, 60.40873065689574, 18.506425837473124, 0.2098553893648519, 0.01, 68.20000000000064, 1.149590136683174, 59.323909950092556, 8.873591464036128, 0.20987181967115057, 0.015968167284562195, 88.0815555156914, 2.7418880735395446, 32.12364435730757, 55.95843321998174, 0.20985246714244435, 0.01, 68.9275974766589, 1.1351997243849172, 60.72026964824238, 8.21002238764603, 0.20984937909632642, 0.01, 68.20010568299878, 6.494261101377976, 62.0, 1.0000000000000003e-09, 0.061374690054643834, 0.01, 68.20000436763686, 1.308179810801978, 61.99981176262821, 62.0, 0.15995716488200884, 0.010002526939662318, 70.71139506750671, 6.072132630561441, 61.9979161285691, 1.0000000000000003e-09, 0.06138550087287185, 0.01, 68.20244778948722, 6.493753742013512, 62.0, 1.000000000000001e-09, 0.06137469220699879, 0.01, 73.10834458241767, 5.751366108454622, 62.0, 1.0000000000000003e-09, 0.06139711333226009, 0.3413170138855624, 68.20253472725796, 0.3819332979211275, 62.0, 62.0, 0.05888143878997093, 0.01, 73.10830889179368, 5.751372161445346, 62.0, 1.0000000000000003e-09, 0.06139711333227532, 0.01, 100.04691211959152, 1.6389924428346307, 61.0418554145528, 39.003602327365265, 0.209869245504733, 0.016087591526746922, 76.89263121207625, 1.2776495042583282, 60.183066764961566, 16.710794368928354, 0.20983809439527, 0.01, 68.20000000000002, 6.438120639146767, 61.7765626045536, 1.0000000000000003e-09, 0.06137178383727676, 0.020861268420692705, 80.52112272514796, 1.2585411700330145, 61.419493564317406, 50.44453623911569, 0.1448611275593598, 0.010456817225001205, 70.73402851132624, 1.1408412468914717, 62.0, 8.731478130421324, 0.20985439522979846, 0.01, 68.20000000000002, 6.43842133900095, 61.77732836975104, 1.0000000000000007e-09, 0.06137177765413731, 0.010000001678259103, 103.68903312424234, 13.949637058869648, 61.99809567547247, 41.37960036925472, 0.6038112479002217, 0.010008048546894945, 68.20000000000002, 4.803739919291251, 62.0, 1.0000000000000003e-09, 0.12366149315399992, 0.01, 68.20000000000005, 6.494264687421481, 61.999919982513035, 1.0000000000000003e-09, 0.06137469061637288, 0.01, 73.10827588405928, 5.751377759401729, 62.0, 1.0000000000000003e-09, 0.06139711333232031, 0.2067653568273592, 68.20000000003316, 0.14203627524823698, 62.0, 46.50014666551121, 0.05836320133922019, 0.01, 68.21958457271357, 1.0913233610077202, 62.0, 5.552940867076434, 0.2231180818422165, 0.010050357762985317, 118.44470036714364, 1.9104129578807076, 62.0, 56.44333512709227, 0.20985504193656954, 0.010602427637103356, 121.57748685990589, 1.980143161298175, 61.397784702006646, 60.18096505400917, 0.21013436049724055, 0.010091236255915056, 68.2, 1.127412886248982, 61.971106984498434, 8.426620689189162, 0.21900287559636897, 0.01, 116.87612685720212, 1.8850856110577063, 62.0, 54.87747829771047, 0.20984345008820895, 0.01, 96.78412968107429, 1.5625409977844587, 61.9402383994989, 34.84232606601419, 0.20984563331631048, 0.01, 68.20000000000002, 6.438413016459638, 61.77730846139049, 1.0000000000000003e-09, 0.06137177781261571, 0.01, 68.20594300874436, 6.492996789581301, 62.0, 1.0000000000000594e-09, 0.06137469553071848, 0.01, 68.24277682420404, 6.438482393262593, 61.8142345685376, 1.0000000000000193e-09, 0.061371522147992, 0.01, 68.20000000000002, 6.494282323105027, 61.99996686397563, 1.0000000000000007e-09, 0.06137469060616207, 0.01, 100.67679809813274, 1.6240296472935944, 61.992092606459934, 38.68319217949427, 0.20984414252809802, 0.010824590822904444, 70.58474365549009, 1.3843133197024842, 50.98926061951005, 19.59697670158221, 0.2098429824601756, 0.010230904869735612, 68.76016554461822, 1.1857736748328056, 57.98638029820636, 10.771580738954299, 0.2098642087738517, 0.259940453775361, 112.84030978826365, 0.6845016908597952, 55.77247749448986, 61.18422168800112, 0.05213422040375426, 0.06504524055810994, 68.7474908429568, 1.6276279844053794, 42.23709910819813, 26.510581177021095, 0.20986358722814036, 0.01, 68.25909390972686, 1.1009122143242451, 62.0, 6.2559883145136475, 0.20985094835690454, 0.01, 70.13628738087786, 2.1023989477501086, 33.35966566924855, 36.77758492156241, 0.2098495888250778, 0.01, 70.04823791328408, 1.1305901866743224, 61.955410246567894, 8.090130668004779, 0.20986224709989032, 0.01, 68.20000000000002, 6.494292848828223, 62.0, 1.000000000000018e-09, 0.061374690484030076, 0.010095701358972243, 99.33538172277372, 2.6607358319140277, 37.33448955125934, 61.999998862598034, 0.20987164159797034, 0.01, 68.20000000000002, 6.494286370890041, 62.0, 1.0000000000000085e-09, 0.061374690099697704, 0.01, 68.20000000000002, 6.493745743804738, 61.997854555267, 1.0000000000000003e-09, 0.061374706404409805, 0.01, 68.20000000000098, 0.0, 62.0, 62.0, 0.17134106125640988, 0.01, 68.20000000000059, 1.3081556027511538, 62.0, 62.0, 0.15995711591695735, 0.010846167637440108, 68.20000000000002, 1.133543946617223, 60.16369373367319, 8.033853105024601, 0.20984773849686042, 0.01, 108.31571006434248, 1.7470357282269844, 62.0, 46.314284524304696, 0.20984378704001802, 0.01, 87.38350139760149, 1.4094184967908832, 62.0, 25.385215868250345, 0.20985862911767716, 0.01, 87.85551366986635, 1.000000001775764, 61.88451952281309, 5.7208265424697364e-08, 0.23632634996539006, 0.01, 111.03133447238773, 1.8440418616768164, 60.21045239113448, 50.82226460054494, 0.2098666066256738, 0.01, 76.91476121935533, 1.240541547415702, 62.0, 14.912651854599861, 0.20987354015989915, 0.01, 68.25772294694951, 6.430674001052464, 61.80763780326595, 1.0000000000001537e-09, 0.061371614431902505, 0.01, 125.42763906809412, 2.2487792663122925, 58.6816715852961, 61.90655959832096, 0.2321211069668435, 0.01, 68.20000000903059, 17.671047491270855, 60.939047345456004, 7.257491658612121, 0.4713359399601315, 0.01, 68.20000000000002, 6.494285609867695, 62.0, 1.0000000000000003e-09, 0.06137469005456319, 0.01, 73.10835771580828, 5.751363881238692, 62.0, 1.0000000000000003e-09, 0.061397113332303264, 0.01, 68.20000000000002, 1.0000000085638936, 57.35261937190088, 3.5732495458741147e-07, 0.2228904363544348, 0.01, 68.20000122757155, 1.1129200459241602, 61.27816194550249, 6.918938208879277, 0.20984783641365365, 0.01, 68.20000000000002, 1.3081860848701767, 62.0, 62.0, 0.1599571067199351, 0.01, 68.22132742652339, 1.1841142318544668, 57.61251723306633, 10.60651953039336, 0.20984517564220628, 0.01, 73.10834284487474, 5.75136640318257, 62.0, 1.0000000000000003e-09, 0.061397113332271526, 0.01, 68.2, 0.0, 62.0, 62.0, 0.17134106125640977, 0.01, 71.70124607841673, 1.5024478570709268, 47.723039405743506, 23.979623678159456, 0.20987211328950517, 0.01, 68.2000058523316, 14.86100882450944, 61.999969960688475, 6.18850644856721, 0.4570405713773036, 0.01, 83.2604333061546, 3.9034038868815757, 21.330896733150986, 61.928908267668874, 0.20985912399737083, 0.01, 68.20000000000002, 15.774780075428652, 61.99717735874475, 6.195557121634339, 0.4568998837127758, 0.01, 68.20000000000002, 15.18946773244058, 62.0, 6.190304044287579, 0.4569644702487438, 0.09860104078970644, 91.25689417114677, 1.0159474052535509, 29.551072182714538, 32.832963744822095, 3.9390746000060424, 0.014290005551508132, 82.51754800837924, 1.329813841767757, 62.0, 20.04687954158984, 0.2234438865558268, 0.01, 68.299620806614, 1.1015668284663998, 62.0, 6.2965846118703315, 0.20985360616913576, 0.09459504891206247, 68.33370966035069, 2.076636983224139, 32.90509897951125, 35.42871190402272, 0.20982423106731565, 0.01, 70.61317973180786, 5.770435836182955, 59.91409456145725, 1.0000000000000003e-09, 0.061415773551271674, 0.01, 68.20000000000005, 1.1012556686736823, 61.9270106617682, 6.269891536257942, 0.20984968347785019, 0.07116462839399434, 68.20017142788481, 4.551102135039878, 44.60665070589094, 23.593152388677588, 1.2720922813786764, 0.01, 102.05748155382912, 1.6467465993930328, 61.975376547957225, 40.080614653582515, 0.20984471079364705, 0.10579738605871711, 86.12796079701005, 5.1018688303779065, 59.009081155248936, 3.1634586466765375, 3.9376998645146912, 0.01, 75.94029788443434, 5.447968615280033, 13.939817297513192, 62.0, 0.20986770819346953, 0.09958236164733292, 90.30209011425393, 10.079298561882123, 43.970359996137205, 17.96347704565315, 3.9381776345808697, 0.10383390453843291, 87.50335074584152, 10.228583327747184, 58.58368027340523, 3.257203250755166, 3.93782304370942, 0.12376724091442742, 77.108726670722, 1.2596449273416916, 30.495653490425703, 16.46251293943451, 3.939118015685111, 0.01, 85.3357401801776, 1.376392100204018, 62.0, 23.33752719938009, 0.20984551122642717, 0.01029913858308061, 68.20000000000002, 1.100103560491466, 61.9919535783188, 6.2050577457732885, 0.20985334689907775, 0.10000155576497327, 116.69160662975528, 2.027981288977376, 29.111007228888525, 33.229859735204, 3.9395876314693266, 0.01, 68.2, 1.308182734416138, 62.0, 62.0, 0.15995710628950435, 0.01, 68.65818013857469, 1.1074286659422445, 62.0, 6.661158188532489, 0.20984189873762352, 0.01, 120.2450421358738, 2.0552583526196146, 58.50547671669531, 61.74084770438105, 0.20984586541304184, 0.10538910898588905, 127.33296736915115, 4.746396179973088, 50.214591128173254, 16.820205666926242, 3.940242442017347, 0.10577148706419802, 107.23659493478382, 5.003369906271221, 61.99637968432941, 3.782776669567159, 3.938625300771537, 0.10130427842913736, 117.60227618583991, 10.705089970597314, 27.393805065041136, 33.62887699282328, 3.9396318990286514, 0.10011581986215412, 105.90990856888638, 9.875059214522214, 43.76279932432084, 16.949832271553753, 3.9388345505110784, 0.10373020539265676, 117.07773550507102, 9.830433997855152, 59.50419425164216, 3.415608360601844, 3.9389145962319376, 0.09203622809771891, 192.3398393022759, 0.9620927695729397, 32.23840500329356, 32.53490054043493, 3.939373012492851, 0.01, 68.20000000000002, 1.3082067764239382, 62.0, 62.0, 0.15995711727149559, 0.0104357624707581, 68.20000000000005, 1.1134993296866114, 61.24636426429361, 6.950815629353178, 0.20985043685354487, 0.096951679924877, 151.54992393923743, 2.1013423641291524, 26.730110399860123, 28.477935455665175, 3.9400492688593705, 0.12053455762476839, 110.4467350876626, 2.0254989405105324, 44.92643291004991, 16.375714890447178, 3.939542035170648, 0.01, 68.23519200244185, 1.138270017633463, 59.94465140166894, 8.287880554648927, 0.20985022971723546, 0.010062350713853979, 202.7570946648913, 1.0000495156492564, 62.0, 0.00029932983676358977, 0.31933221102624176, 0.01, 68.20000000000002, 1.3081648683032858, 61.99998048495654, 61.99986951090817, 0.1599571763298449, 0.10490779598804065, 158.28801278992148, 5.0190703687734155, 61.51137622558434, 3.2703560345251175, 3.939299464100893, 0.09783513060757187, 133.97587130092018, 11.49654526920645, 29.7653519161847, 34.47747036854274, 3.9392297089759953, 0.10045041546250436, 175.09245173280215, 9.910797879037425, 41.24630855282764, 18.688997053852113, 3.939511527218547, 0.10409613534901138, 153.59883153712076, 10.646256814714647, 61.33750126883851, 3.3379067410228416, 3.939285922933775]"
"('E1008', (0.02, 88.05000000000001, 1, 44.025000000000006, 17.975000000999994))","[0.01, 73.1082763997251, 5.751377671947968, 62.0, 1.0000000000000168e-09, 0.0613971133323196]"
"('E1008', (0.02, 88.05000000000001, 1, 58.7, 3.3000000009999972))","[0.01631180889638747, 68.20294775283283, 1.2175455135298614, 56.01637859425048, 12.185290368542327, 0.20985149957199833]"
"('E1008', (0.02, 88.05000000000001, 2, 29.35, 32.650000000999995))","[0.019591420413965735, 69.81451594755418, 2.073117631064532, 33.67543233617319, 36.139575523283824, 0.2098379158987991]"
"('E1008', (0.02, 88.05000000000001, 2, 44.025000000000006, 17.975000000999994))","[0.02033958625185773, 78.91608542144985, 1.3063708342154057, 60.40873065689574, 18.506425837473124, 0.2098553893648519]"
"('E1008', (0.02, 88.05000000000001, 2, 58.7, 3.3000000009999972))","[0.01, 68.20000000000064, 1.149590136683174, 59.323909950092556, 8.873591464036128, 0.20987181967115057]"
"('E1008', (0.02, 88.05000000000001, 5, 29.35, 32.650000000999995))","[0.015968167284562195, 88.0815555156914, 2.7418880735395446, 32.12364435730757, 55.95843321998174, 0.20985246714244435]"
"('E1008', (0.02, 88.05000000000001, 5, 44.025000000000006, 17.975000000999994))","[0.01, 68.9275974766589, 1.1351997243849172, 60.72026964824238, 8.21002238764603, 0.20984937909632642]"
"('E1008', (0.02, 88.05000000000001, 5, 58.7, 3.3000000009999972))","[0.01, 68.20010568299878, 6.494261101377976, 62.0, 1.0000000000000003e-09, 0.061374690054643834]"
"('E1008', (0.02, 88.05000000000001, 10, 29.35, 32.650000000999995))","[0.01, 68.20000436763686, 1.308179810801978, 61.99981176262821, 62.0, 0.15995716488200884]"
"('E1008', (0.02, 88.05000000000001, 10, 44.025000000000006, 17.975000000999994))","[0.010002526939662318, 70.71139506750671, 6.072132630561441, 61.9979161285691, 1.0000000000000003e-09, 0.06138550087287185]"
"('E1008', (0.02, 88.05000000000001, 10, 58.7, 3.3000000009999972))","[0.01, 68.20244778948722, 6.493753742013512, 62.0, 1.000000000000001e-09, 0.06137469220699879]"
"('E1008', (0.02, 117.4, 1, 29.35, 32.650000000999995))","[0.01, 73.10834458241767, 5.751366108454622, 62.0, 1.0000000000000003e-09, 0.06139711333226009]"
"('E1008', (0.02, 117.4, 1, 44.025000000000006, 17.975000000999994))","[0.3413170138855624, 68.20253472725796, 0.3819332979211275, 62.0, 62.0, 0.05888143878997093]"
"('E1008', (0.02, 117.4, 1, 58.7, 3.3000000009999972))","[0.01, 73.10830889179368, 5.751372161445346, 62.0, 1.0000000000000003e-09, 0.06139711333227532]"
"('E1008', (0.02, 117.4, 2, 29.35, 32.650000000999995))","[0.01, 100.04691211959152, 1.6389924428346307, 61.0418554145528, 39.003602327365265, 0.209869245504733]"
"('E1008', (0.02, 117.4, 2, 44.025000000000006, 17.975000000999994))","[0.016087591526746922, 76.89263121207625, 1.2776495042583282, 60.183066764961566, 16.710794368928354, 0.20983809439527]"
"('E1008', (0.02, 117.4, 2, 58.7, 3.3000000009999972))","[0.01, 68.20000000000002, 6.438120639146767, 61.7765626045536, 1.0000000000000003e-09, 0.06137178383727676]"
"('E1008', (0.02, 117.4, 5, 29.35, 32.650000000999995))","[0.020861268420692705, 80.52112272514796, 1.2585411700330145, 61.419493564317406, 50.44453623911569, 0.1448611275593598]"
"('E1008', (0.02, 117.4, 5, 44.025000000000006, 17.975000000999994))","[0.010456817225001205, 70.73402851132624, 1.1408412468914717, 62.0, 8.731478130421324, 0.20985439522979846]"
"('E1008', (0.02, 117.4, 5, 58.7, 3.3000000009999972))","[0.01, 68.20000000000002, 6.43842133900095, 61.77732836975104, 1.0000000000000007e-09, 0.06137177765413731]"
"('E1008', (0.02, 117.4, 10, 29.35, 32.650000000999995))","[0.010000001678259103, 103.68903312424234, 13.949637058869648, 61.99809567547247, 41.37960036925472, 0.6038112479002217]"
"('E1008', (0.02, 117.4, 10, 44.025000000000006, 17.975000000999994))","[0.010008048546894945, 68.20000000000002, 4.803739919291251, 62.0, 1.0000000000000003e-09, 0.12366149315399992]"
